360,3
19,17,16,0
19,19,18,0
20,0,5,1
20,4,3,2
20,10,9,21
20,8,13,2
20,2,15,0
20,12,11,0
20,16,1,3
20,14,17,22
20,6,19,3
20,18,7,21
21,3,14,0
21,10,12,0
21,7,13,2
21,11,0,0
21,15,1,0
21,19,4,0
21,5,16,2
21,9,2,1
21,6,18,0
21,17,8,0
22,18,17,2
22,14,10,0
22,13,5,1
22,4,15,3
22,12,6,21
22,8,11,1
22,0,3,0
22,16,19,1
22,2,7,21
22,1,9,21
23,6,13,0
23,15,5,2
23,14,0,21
23,7,1,2
23,17,4,0
23,19,12,22
23,9,16,3
23,11,2,21
23,3,18,1
23,10,8,1
24,4,7,0
24,1,14,1
24,9,6,1
24,13,11,21
24,0,10,21
24,16,12,2
24,2,17,0
24,15,19,2
24,8,18,3
24,5,3,22
25,6,5,4
25,18,4,21
25,3,13,2
25,8,0,21
25,11,15,1
25,12,1,0
25,17,9,0
25,19,7,1
25,14,2,21
25,10,16,22
26,1,10,21
26,4,8,0
26,15,6,0
26,5,11,1
26,7,12,1
26,16,14,1
26,0,17,1
26,2,19,0
26,13,18,0
26,9,3,0
27,0,7,0
27,6,4,2
27,19,13,1
27,12,5,22
27,8,15,2
27,17,1,22
27,18,16,1
27,14,9,0
27,10,2,0
27,3,11,1
29,17,10,2
29,19,3,1
29,13,15,2
29,18,11,0
29,6,1,1
29,4,14,3
29,0,9,22
29,5,7,1
29,12,2,2
29,8,16,0
30,17,6,1
30,10,13,1
30,14,5,0
30,16,0,2
30,7,15,0
30,2,8,0
30,3,12,0
30,11,19,0
30,1,18,3
30,9,4,1
31,4,0,3
31,19,1,0
31,8,14,0
31,15,3,21
31,12,17,0
31,6,16,2
31,5,9,21
31,11,7,21
31,13,2,2
31,18,10,3
32,14,18,22
32,7,8,1
32,9,13,1
32,2,5,1
32,10,15,1
32,16,11,2
32,1,4,0
32,0,12,21
32,17,19,21
32,3,6,0
33,7,3,1
33,4,10,2
33,18,0,0
33,13,1,1
33,19,8,21
33,11,14,2
33,5,17,21
33,15,16,0
33,6,2,0
33,12,9,21
34,17,15,0
34,10,5,3
34,4,13,2
34,14,6,2
34,1,11,22
34,8,12,21
34,16,3,2
34,0,19,1
34,18,2,3
34,9,7,21
35,6,10,0
35,7,14,2
35,11,17,21
35,2,16,21
35,19,9,21
35,12,4,22
35,13,0,0
35,5,8,3
35,3,1,1
35,15,18,0
36,4,11,1
36,17,13,2
36,18,5,0
36,9,15,1
36,0,6,0
36,14,12,21
36,10,19,21
36,16,7,0
36,1,2,0
36,8,3,1
